deploy_id,time_id,repository_id,engineer_id,timestamp_deploy,lead_time_minutes,change_fail_rate,recovery_time_minutes,is_rollback,is_hotfix,lines_added,lines_removed,ai_generated_pct,pr_review_time_minutes,num_comments_review,num_approvals,num_revisions_requested,deploy_status,deploy_trigger,environment,pr_number,pr_title
14,20250207,1,6,2025-02-07 15:42:00,723,0.045,,False,False,2513,40,0.01,198,3,1,0,success,ci_cd,production,1013,chore: deps update
15,20251027,1,2,2025-10-27 07:41:00,74,0.04,,False,False,40,33,0.4541,234,0,2,0,success,ci_cd,production,1014,docs: deps update
16,20240414,10,8,2024-04-14 16:19:00,1178,0.045,,False,True,143,6,0.034,81,2,1,0,success,ci_cd,production,1015,fix: error handling
17,20250618,10,35,2025-06-18 20:17:00,350,0.04,,False,False,239,65,0.4907,460,3,1,1,success,ci_cd,production,1016,chore: bug in checkout
18,20241013,5,36,2024-10-13 18:44:00,591,0.045,,False,False,61,59,0.0,342,3,2,0,success,ci_cd,production,1017,chore: bug in checkout
19,20251220,5,15,2025-12-20 13:19:00,138,0.04,,False,False,94,31,0.5588,99,2,1,0,success,ci_cd,production,1018,perf: user service refactor
20,20241007,9,19,2024-10-07 05:03:00,766,0.045,,False,False,117,54,0.1228,408,1,1,0,success,ci_cd,production,1019,fix: retry logic in payments
21,20250730,4,8,2025-07-30 20:05:00,236,0.04,,False,False,204,23,0.5783,274,1,1,0,success,ci_cd,production,1020,refactor: latency fix in gateway
22,20251206,1,15,2025-12-06 15:18:00,163,0.04,,False,False,88,185,0.6116,153,2,1,1,success,scheduled,production,1021,refactor: error handling
23,20241107,9,35,2024-11-07 16:17:00,615,0.045,,False,False,2653,166,0.0233,96,4,2,0,success,ci_cd,canary,1022,fix: migration to new schema
24,20250322,2,31,2025-03-22 15:31:00,173,0.04,,False,False,88,295,0.4169,669,6,1,0,success,ci_cd,canary,1023,docs: add new webhook
25,20250709,4,34,2025-07-09 13:03:00,126,0.04,,False,False,194,15,0.6154,354,4,3,0,success,ci_cd,production,1024,test: update logging
26,20240426,3,32,2024-04-26 13:07:00,1101,0.045,,False,False,310,16,0.0,287,3,1,0,success,ci_cd,production,1025,docs: dashboard query optimization
27,20250824,8,10,2025-08-24 15:42:00,195,0.04,,False,False,32,52,0.2501,111,5,1,0,success,ci_cd,canary,1026,refactor: ai prompt library
28,20251110,3,32,2025-11-10 17:41:00,416,0.04,,False,False,618,81,0.4911,120,0,2,0,success,ci_cd,production,1027,chore: deps update
29,20240402,2,29,2024-04-02 13:06:00,394,0.045,,False,False,225,13,0.1207,106,3,1,0,success,ci_cd,production,1028,refactor: update logging
30,20250820,5,30,2025-08-20 09:29:00,263,0.04,,False,False,142,91,0.331,199,2,1,0,success,hotfix,production,1029,test: performance improvements
31,20250209,1,39,2025-02-09 10:36:00,2469,0.045,,False,False,220,8,0.0601,57,3,2,0,success,ci_cd,staging,1030,feat: migration to new schema
32,20250108,5,21,2025-01-08 16:05:00,821,0.045,,False,False,484,653,0.1469,97,2,1,0,success,ci_cd,production,1031,feat: user service refactor
33,20240819,7,36,2024-08-19 18:46:00,337,0.045,,False,False,775,182,0.0003,181,1,1,0,success,ci_cd,staging,1032,docs: dashboard query optimization
34,20251026,1,3,2025-10-26 12:08:00,149,0.04,,False,False,33,1,0.4078,115,0,1,0,success,ci_cd,production,1033,refactor: latency fix in gateway
35,20240829,6,35,2024-08-29 18:06:00,1799,0.045,,False,False,41,85,0.2413,116,2,1,0,success,manual,production,1034,test: user service refactor
36,20250902,3,9,2025-09-02 00:54:00,260,0.04,24,True,False,78,59,0.6074,126,1,1,1,rolled_back,ci_cd,production,1035,test: performance improvements
37,20250617,1,4,2025-06-17 11:41:00,199,0.04,,False,False,84,30,0.678,310,2,2,0,success,ci_cd,staging,1036,feat: add new webhook
38,20251101,9,14,2025-11-01 15:49:00,343,0.045,,False,False,140,16,0.0,128,4,1,0,success,manual,production,1037,fix: feature flag rollout
39,20240302,9,22,2024-03-02 15:35:00,812,0.045,,False,False,42,182,0.1125,86,3,1,0,success,ci_cd,production,1038,chore: migration to new schema
40,20240819,9,40,2024-08-19 17:54:00,835,0.045,,False,False,742,53,0.1028,315,5,1,0,success,ci_cd,production,1039,docs: feature flag rollout
41,20240808,6,11,2024-08-08 12:29:00,398,0.045,,False,False,41,63,0.0726,377,3,2,0,success,ci_cd,staging,1040,feat: bug in checkout
42,20250316,10,32,2025-03-16 08:43:00,223,0.04,,False,False,242,31,0.7039,307,4,1,1,success,ci_cd,production,1041,feat: add new webhook
43,20241116,7,27,2024-11-16 14:36:00,443,0.045,,False,False,121,6,0.0219,451,1,1,0,success,ci_cd,production,1042,perf: feature flag rollout
44,20240717,6,10,2024-07-17 19:22:00,462,0.045,,False,False,1096,18,0.0575,100,0,1,0,success,ci_cd,production,1043,perf: bug in checkout
45,20251004,2,31,2025-10-04 11:28:00,199,0.04,,False,True,846,68,0.395,172,2,2,0,success,ci_cd,staging,1044,feat: latency fix in gateway
46,20250808,10,31,2025-08-08 15:20:00,222,0.04,,False,False,166,2,0.817,169,2,3,1,success,ci_cd,staging,1045,docs: migration to new schema
47,20240223,6,5,2024-02-23 17:41:00,430,0.095,,False,False,52,94,0.1731,178,0,1,0,success,manual,production,1046,perf: ai prompt library
48,20251020,3,34,2025-10-20 17:52:00,217,0.04,,False,False,384,790,0.8462,114,9,1,0,success,ci_cd,production,1047,fix: user service refactor
49,20240704,10,11,2024-07-04 17:49:00,769,0.045,,False,False,24,84,0.1579,130,2,1,0,success,manual,staging,1048,perf: feature flag rollout
50,20250304,4,39,2025-03-04 20:52:00,136,0.04,,False,False,16,25,0.4711,624,2,1,2,success,ci_cd,production,1049,feat: ai prompt library
51,20250529,2,24,2025-05-29 12:24:00,147,0.04,,False,False,78,557,0.9404,180,3,2,0,success,ci_cd,staging,1050,fix: dashboard query optimization
52,20240504,10,30,2024-05-04 05:26:00,618,0.045,51,True,False,159,435,0.037,276,1,2,0,rolled_back,manual,production,1051,feat: ai prompt library
53,20250426,6,17,2025-04-26 05:24:00,310,0.04,,False,False,726,63,0.5036,126,3,1,1,success,ci_cd,production,1052,refactor: new payment flow
54,20241027,4,3,2024-10-27 10:50:00,480,0.045,,False,False,17,54,0.0285,122,3,2,0,success,ci_cd,canary,1053,chore: user service refactor
55,20250523,9,18,2025-05-23 16:23:00,1753,0.045,,False,False,59,42,0.0941,75,1,2,0,success,ci_cd,production,1054,test: update logging
56,20241227,5,4,2024-12-27 15:27:00,204,0.045,,False,False,340,40,0.0,107,0,2,0,success,ci_cd,production,1055,chore: bug in checkout
57,20250330,3,34,2025-03-30 16:36:00,179,0.04,,False,False,77,160,0.7796,262,3,3,0,success,ci_cd,production,1056,fix: error handling
58,20251227,3,24,2025-12-27 19:40:00,217,0.04,,False,False,47,82,0.5604,156,3,2,0,success,manual,production,1057,chore: performance improvements
59,20240316,9,23,2024-03-16 13:43:00,696,0.045,,False,False,155,24,0.0,275,2,1,0,success,hotfix,production,1058,docs: dashboard query optimization
60,20250921,3,38,2025-09-21 14:32:00,368,0.04,61,True,False,351,112,0.2403,406,1,2,0,rolled_back,ci_cd,production,1059,chore: latency fix in gateway
61,20240907,7,20,2024-09-07 17:43:00,537,0.045,,False,False,605,30,0.0,118,3,1,0,success,ci_cd,production,1060,fix: latency fix in gateway
62,20240505,3,7,2024-05-05 10:15:00,1117,0.045,,False,False,41,59,0.1933,266,7,1,0,success,ci_cd,production,1061,chore: latency fix in gateway
63,20250903,8,19,2025-09-03 18:41:00,270,0.04,,False,False,29,133,0.5069,124,0,1,1,success,hotfix,production,1062,feat: user service refactor
64,20240409,6,36,2024-04-09 12:50:00,347,0.045,,False,False,155,86,0.0969,206,4,2,0,success,hotfix,production,1063,chore: migration to new schema
65,20241210,9,32,2024-12-10 14:32:00,819,0.045,,False,False,34,724,0.0,330,0,2,0,success,ci_cd,production,1064,perf: latency fix in gateway
66,20240623,10,25,2024-06-23 14:46:00,218,0.045,,False,False,238,28,0.02,167,1,2,0,success,ci_cd,production,1065,perf: ai prompt library
67,20241117,9,22,2024-11-17 20:29:00,708,0.045,,False,False,517,64,0.0707,611,1,1,0,success,ci_cd,canary,1066,docs: dashboard query optimization
68,20241021,9,25,2024-10-21 08:43:00,1146,0.045,,False,True,475,24,0.0642,108,3,3,0,success,ci_cd,production,1067,docs: migration to new schema
69,20240902,9,15,2024-09-02 10:42:00,710,0.045,93,True,False,582,25,0.1608,154,4,3,0,rolled_back,scheduled,production,1068,perf: deps update
70,20250701,1,12,2025-07-01 16:54:00,133,0.04,173,True,False,224,16,0.6534,66,2,2,2,rolled_back,ci_cd,staging,1069,chore: user service refactor
71,20250414,3,1,2025-04-14 15:45:00,627,0.04,,False,False,74,42,0.7099,281,5,2,1,success,ci_cd,production,1070,test: dashboard query optimization
72,20241203,10,1,2024-12-03 11:46:00,435,0.045,,False,False,768,48,0.0039,97,3,2,0,success,hotfix,production,1071,refactor: error handling
73,20250912,9,31,2025-09-12 12:44:00,2109,0.045,,False,False,6,172,0.0044,749,1,1,0,success,ci_cd,production,1072,test: feature flag rollout
74,20250328,10,32,2025-03-28 08:13:00,98,0.04,,False,False,1555,77,0.3518,369,3,1,0,success,ci_cd,production,1073,feat: update logging
75,20240311,1,19,2024-03-11 22:30:00,426,0.045,,False,False,411,82,0.1285,261,2,1,0,success,ci_cd,production,1074,perf: ai prompt library
76,20250625,1,2,2025-06-25 08:14:00,500,0.04,,False,False,4452,175,0.4556,310,4,2,3,success,ci_cd,production,1075,refactor: migration to new schema
77,20251119,4,3,2025-11-19 16:03:00,191,0.04,,False,False,95,98,0.4691,93,4,1,0,success,ci_cd,production,1076,perf: update logging
78,20240628,9,32,2024-06-28 15:27:00,322,0.045,,False,False,163,19,0.0,256,2,1,0,success,ci_cd,production,1077,refactor: feature flag rollout
79,20250626,5,14,2025-06-26 09:15:00,181,0.04,,False,False,598,100,0.2199,200,2,2,0,success,ci_cd,canary,1078,chore: update logging
80,20240116,2,31,2024-01-16 10:12:00,851,0.045,,False,False,574,522,0.0315,143,4,1,0,success,manual,production,1079,fix: bug in checkout
81,20241116,4,10,2024-11-16 12:36:00,821,0.045,,False,False,40,61,0.063,162,4,3,0,success,manual,production,1080,docs: retry logic in payments
82,20241226,9,32,2024-12-26 09:46:00,712,0.045,,False,False,125,164,0.0917,81,3,1,0,success,ci_cd,production,1081,docs: performance improvements
83,20250316,3,7,2025-03-16 17:58:00,494,0.04,,False,True,252,15,0.5474,113,6,1,1,success,ci_cd,production,1082,docs: new payment flow
84,20251220,7,22,2025-12-20 09:31:00,334,0.04,,False,False,167,217,0.6697,96,3,1,1,success,hotfix,production,1083,test: add new webhook
85,20251230,2,20,2025-12-30 17:59:00,141,0.04,,False,False,71,18,0.6786,363,4,1,1,success,hotfix,production,1084,test: bug in checkout
86,20240131,8,32,2024-01-31 15:50:00,348,0.045,,False,False,49,23,0.0,178,2,1,0,success,ci_cd,production,1085,chore: auth token refresh
87,20240403,8,24,2024-04-03 00:19:00,814,0.045,,False,False,346,31,0.0,104,2,1,0,success,manual,production,1086,fix: migration to new schema
88,20250617,3,9,2025-06-17 09:24:00,160,0.04,,False,False,222,19,0.5253,145,6,1,0,success,ci_cd,staging,1087,refactor: bug in checkout
89,20250316,10,9,2025-03-16 17:55:00,134,0.04,,False,False,94,155,0.6297,308,2,2,0,success,scheduled,production,1088,perf: user service refactor
90,20251129,8,14,2025-11-29 17:01:00,198,0.04,,False,False,267,45,0.6022,591,1,2,2,success,scheduled,production,1089,perf: new payment flow
91,20250103,9,39,2025-01-03 16:51:00,713,0.045,62,False,False,694,69,0.0,432,4,2,0,failure,ci_cd,production,1090,refactor: bug in checkout
92,20250204,10,33,2025-02-04 13:43:00,604,0.045,,False,False,134,16,0.0075,657,4,1,0,success,ci_cd,staging,1091,docs: deps update
93,20250612,6,36,2025-06-12 09:10:00,189,0.04,,False,False,36,250,0.6525,462,6,1,0,success,manual,production,1092,chore: bug in checkout
94,20240720,8,34,2024-07-20 13:16:00,1174,0.045,,False,False,249,41,0.1061,173,3,2,0,success,ci_cd,production,1093,fix: feature flag rollout
95,20250201,10,25,2025-02-01 12:08:00,537,0.045,,False,False,808,64,0.0947,319,2,1,0,success,ci_cd,production,1094,docs: latency fix in gateway
96,20250222,8,32,2025-02-22 16:26:00,300,0.045,,False,False,411,69,0.1059,295,3,1,0,success,ci_cd,production,1095,chore: feature flag rollout
97,20240212,9,14,2024-02-12 16:28:00,2165,0.045,,False,False,615,25,0.085,191,1,1,0,success,ci_cd,production,1096,fix: retry logic in payments
98,20240730,1,37,2024-07-30 17:51:00,508,0.045,,False,False,215,147,0.0312,217,1,3,0,success,scheduled,production,1097,docs: bug in checkout
99,20240910,7,32,2024-09-10 16:43:00,247,0.045,,False,False,2965,56,0.1766,250,4,2,0,success,ci_cd,staging,1098,test: error handling
100,20240405,6,5,2024-04-05 16:29:00,983,0.045,,False,False,7,50,0.0289,204,4,2,0,success,ci_cd,production,1099,feat: ai prompt library
101,20251002,4,28,2025-10-02 11:44:00,354,0.04,,False,False,39,108,0.5395,138,4,1,1,success,ci_cd,staging,1100,fix: ai prompt library
102,20240516,3,5,2024-05-16 15:43:00,637,0.045,,False,False,195,238,0.0306,265,0,2,0,success,ci_cd,production,1101,feat: deps update
103,20250720,10,19,2025-07-20 15:46:00,505,0.04,,False,False,811,15,0.4807,566,4,2,1,success,ci_cd,production,1102,feat: bug in checkout
104,20241120,10,27,2024-11-20 09:55:00,414,0.045,,False,False,148,100,0.0774,118,3,2,0,success,ci_cd,production,1103,chore: auth token refresh
105,20241113,4,10,2024-11-13 07:58:00,654,0.045,,False,False,118,89,0.0376,443,2,2,0,success,manual,production,1104,feat: new payment flow
106,20251225,3,32,2025-12-25 09:00:00,528,0.04,,False,False,328,78,0.5967,563,5,1,0,success,ci_cd,production,1105,refactor: add new webhook
107,20250803,5,7,2025-08-03 09:10:00,675,0.04,80,True,False,21,77,0.7474,43,6,3,2,rolled_back,ci_cd,production,1106,fix: retry logic in payments
108,20250612,2,30,2025-06-12 21:25:00,177,0.04,,False,False,1038,102,0.4685,203,3,3,3,success,ci_cd,canary,1107,feat: deps update
109,20250708,1,22,2025-07-08 11:53:00,721,0.04,,False,False,707,121,0.5656,97,4,3,0,success,hotfix,production,1108,feat: feature flag rollout
110,20240516,2,38,2024-05-16 15:25:00,693,0.045,,False,False,54,237,0.089,148,0,1,0,success,ci_cd,production,1109,refactor: bug in checkout
111,20250220,4,29,2025-02-20 08:22:00,483,0.045,,False,True,103,31,0.0,134,0,2,0,success,ci_cd,production,1110,chore: add new webhook
112,20240627,8,36,2024-06-27 03:25:00,845,0.045,,False,False,392,133,0.0579,171,3,1,0,success,ci_cd,production,1111,test: auth token refresh
113,20240123,8,9,2024-01-23 23:12:00,862,0.045,,False,False,429,59,0.035,417,1,1,0,success,ci_cd,production,1112,docs: dashboard query optimization
114,20250525,8,4,2025-05-25 12:35:00,114,0.04,,False,False,124,33,0.5898,175,2,2,1,success,ci_cd,production,1113,feat: bug in checkout
115,20250903,5,4,2025-09-03 10:57:00,374,0.04,,False,False,5,32,0.5615,156,1,2,0,success,manual,production,1114,perf: new payment flow
116,20251221,10,10,2025-12-21 16:36:00,232,0.04,,False,False,77,174,0.4718,214,3,3,1,success,ci_cd,production,1115,fix: retry logic in payments
117,20240423,6,5,2024-04-23 18:55:00,554,0.045,,False,False,298,81,0.157,166,6,2,0,success,ci_cd,production,1116,fix: user service refactor
118,20240102,7,37,2024-01-02 20:36:00,337,0.045,,False,False,1504,58,0.0982,279,2,2,0,success,ci_cd,production,1117,chore: retry logic in payments
119,20240420,7,29,2024-04-20 16:03:00,1266,0.045,,False,False,374,27,0.1235,160,4,2,0,success,ci_cd,staging,1118,feat: bug in checkout
120,20250831,8,2,2025-08-31 22:57:00,178,0.04,,False,False,228,18,0.7024,259,1,1,0,success,ci_cd,production,1119,feat: bug in checkout
121,20240104,10,31,2024-01-04 13:18:00,399,0.045,,False,False,470,58,0.0,152,3,1,0,success,ci_cd,production,1120,chore: migration to new schema
122,20240304,2,6,2024-03-04 09:44:00,1415,0.045,,False,False,177,35,0.054,147,3,3,0,success,scheduled,production,1121,perf: update logging
123,20250613,10,10,2025-06-13 17:43:00,117,0.09,,False,False,104,42,0.8028,489,5,1,0,success,ci_cd,staging,1122,test: error handling
124,20250930,7,8,2025-09-30 15:50:00,196,0.04,,False,False,113,62,0.9305,305,1,1,2,success,ci_cd,production,1123,fix: migration to new schema
125,20250915,1,26,2025-09-15 16:25:00,373,0.04,34,True,False,331,332,0.8873,81,0,1,1,rolled_back,manual,production,1124,refactor: migration to new schema
126,20251023,4,27,2025-10-23 07:28:00,555,0.04,,False,False,62,5,0.4698,220,4,1,1,success,ci_cd,production,1125,feat: performance improvements
127,20240201,10,29,2024-02-01 10:31:00,702,0.045,,False,False,1003,105,0.0327,438,4,3,0,success,ci_cd,production,1126,test: retry logic in payments
128,20251129,3,12,2025-11-29 01:58:00,237,0.04,,False,False,122,184,0.3894,65,6,1,1,success,ci_cd,production,1127,docs: add new webhook
129,20250118,10,19,2025-01-18 14:38:00,500,0.045,,False,False,258,226,0.0412,537,5,1,0,success,ci_cd,canary,1128,chore: update logging
130,20250304,1,38,2025-03-04 12:47:00,341,0.04,,False,False,76,25,0.5885,74,4,2,0,success,manual,staging,1129,fix: performance improvements
131,20241209,6,15,2024-12-09 15:14:00,863,0.045,,False,False,2518,67,0.0456,309,4,2,0,success,ci_cd,production,1130,feat: add new webhook
132,20240603,6,27,2024-06-03 09:12:00,939,0.045,,False,False,501,122,0.1191,114,2,1,0,success,ci_cd,production,1131,refactor: latency fix in gateway
133,20250127,4,24,2025-01-27 00:34:00,1037,0.045,,False,False,703,72,0.0995,274,2,1,0,success,ci_cd,production,1132,fix: bug in checkout
134,20250516,3,26,2025-05-16 12:12:00,86,0.04,,False,False,131,13,0.3534,336,2,2,1,success,ci_cd,production,1133,feat: dashboard query optimization
135,20250306,9,18,2025-03-06 15:42:00,911,0.045,,False,False,374,42,0.0,96,2,1,0,success,ci_cd,production,1134,fix: error handling
136,20250507,1,6,2025-05-07 11:00:00,260,0.04,,False,False,59,19,0.5362,98,3,1,1,success,manual,production,1135,docs: auth token refresh
137,20240407,1,1,2024-04-07 18:56:00,1660,0.045,,False,False,54,220,0.0,127,3,2,0,success,ci_cd,staging,1136,test: ai prompt library
138,20251026,2,9,2025-10-26 18:10:00,262,0.04,,False,False,42,20,0.6374,178,0,2,1,success,ci_cd,production,1137,docs: feature flag rollout
139,20250813,6,34,2025-08-13 16:14:00,232,0.04,,False,False,30,22,0.5515,70,5,3,0,success,ci_cd,production,1138,fix: auth token refresh
140,20250415,8,6,2025-04-15 13:36:00,396,0.04,,False,False,205,68,0.5022,105,3,2,1,success,ci_cd,canary,1139,chore: add new webhook
141,20240225,8,22,2024-02-25 17:54:00,718,0.045,,False,False,65,99,0.0416,191,2,1,0,success,ci_cd,production,1140,docs: error handling
142,20250223,4,13,2025-02-23 08:39:00,398,0.045,,False,False,402,49,0.1706,302,5,1,0,success,scheduled,staging,1141,fix: error handling
143,20250815,3,7,2025-08-15 09:52:00,165,0.04,,False,False,133,38,0.1742,448,5,1,0,success,manual,production,1142,docs: feature flag rollout
144,20241117,9,14,2024-11-17 16:59:00,292,0.045,,False,False,254,21,0.0,152,0,1,0,success,ci_cd,production,1143,docs: error handling
145,20250303,9,19,2025-03-03 16:57:00,1146,0.045,,False,False,291,75,0.1091,183,3,2,0,success,ci_cd,production,1144,docs: error handling
146,20250729,9,25,2025-07-29 18:47:00,196,0.045,,False,False,67,188,0.0,306,0,3,0,success,scheduled,staging,1145,docs: error handling
147,20251227,10,35,2025-12-27 15:48:00,285,0.04,,False,False,84,495,0.0609,281,4,2,0,success,manual,production,1146,test: performance improvements
148,20241104,9,23,2024-11-04 13:36:00,1080,0.045,,False,False,235,102,0.104,225,4,2,0,success,ci_cd,staging,1147,docs: new payment flow
149,20240427,4,40,2024-04-27 16:28:00,1043,0.045,,False,True,424,68,0.0966,119,3,1,0,success,ci_cd,production,1148,chore: feature flag rollout
150,20240325,9,35,2024-03-25 20:10:00,1258,0.045,,False,False,257,59,0.1289,375,4,2,0,success,ci_cd,production,1149,test: dashboard query optimization
151,20250725,4,17,2025-07-25 07:52:00,184,0.04,34,True,False,42,8,0.4806,189,3,2,2,rolled_back,manual,staging,1150,chore: performance improvements
152,20240527,6,1,2024-05-27 11:56:00,693,0.045,,False,False,93,68,0.1145,251,2,1,0,success,ci_cd,staging,1151,fix: auth token refresh
153,20240704,1,36,2024-07-04 16:36:00,570,0.045,,False,False,205,637,0.1549,166,4,1,0,success,ci_cd,production,1152,perf: performance improvements
154,20241109,10,37,2024-11-09 16:09:00,513,0.045,,False,False,559,45,0.0514,192,4,2,0,success,ci_cd,production,1153,perf: auth token refresh
155,20241014,9,13,2024-10-14 18:08:00,246,0.045,,False,False,336,6,0.1343,165,1,1,0,success,manual,production,1154,refactor: feature flag rollout
156,20250606,9,1,2025-06-06 08:23:00,1698,0.045,,False,False,351,47,0.0985,436,4,3,0,success,ci_cd,production,1155,chore: deps update
157,20240213,6,25,2024-02-13 16:33:00,587,0.045,,False,False,25,32,0.0,117,2,1,0,success,manual,production,1156,refactor: update logging
158,20240816,6,32,2024-08-16 14:22:00,574,0.045,,False,False,116,7,0.0775,210,3,2,0,success,ci_cd,production,1157,docs: add new webhook
159,20250224,3,37,2025-02-24 02:02:00,684,0.045,,False,False,38,60,0.0791,230,3,1,0,success,ci_cd,production,1158,fix: retry logic in payments
160,20250819,10,33,2025-08-19 17:11:00,96,0.04,,False,False,124,15,0.4404,165,3,1,3,success,ci_cd,production,1159,test: feature flag rollout
161,20250530,8,9,2025-05-30 16:05:00,491,0.04,,False,False,128,15,0.2277,291,4,3,0,success,scheduled,staging,1160,perf: auth token refresh
162,20250311,4,6,2025-03-11 09:30:00,194,0.04,57,True,False,118,17,0.4705,552,2,2,1,rolled_back,manual,production,1161,test: feature flag rollout
163,20250509,9,31,2025-05-09 09:35:00,442,0.045,,False,False,232,27,0.036,125,0,1,0,success,ci_cd,production,1162,docs: performance improvements
164,20251224,1,6,2025-12-24 06:24:00,384,0.04,,False,False,44,360,0.5358,240,5,2,0,success,ci_cd,staging,1163,perf: feature flag rollout
165,20251216,1,24,2025-12-16 10:10:00,324,0.04,,False,False,50,80,0.2577,170,2,1,0,success,ci_cd,production,1164,feat: feature flag rollout
166,20241028,9,17,2024-10-28 11:07:00,779,0.045,,False,False,228,68,0.136,589,2,1,0,success,manual,production,1165,feat: ai prompt library
167,20251120,2,36,2025-11-20 16:21:00,469,0.04,,False,False,360,31,0.4978,58,6,2,1,success,ci_cd,production,1166,feat: auth token refresh
168,20240321,8,40,2024-03-21 16:42:00,518,0.045,,False,False,33,6,0.1057,227,5,2,0,success,ci_cd,production,1167,test: performance improvements
169,20240627,9,30,2024-06-27 13:07:00,806,0.045,,False,False,103,52,0.0833,114,2,3,0,success,manual,production,1168,refactor: dashboard query optimization
170,20250406,10,15,2025-04-06 09:08:00,623,0.04,,False,False,251,33,0.6237,412,2,1,1,success,ci_cd,staging,1169,feat: ai prompt library
171,20240411,4,17,2024-04-11 16:03:00,583,0.045,,False,False,223,28,0.0,192,4,1,0,success,ci_cd,production,1170,feat: ai prompt library
172,20250920,3,11,2025-09-20 11:40:00,178,0.04,,False,False,159,26,0.6952,82,3,1,0,success,ci_cd,production,1171,docs: auth token refresh
173,20240803,2,5,2024-08-03 09:06:00,1353,0.045,,False,False,131,70,0.2099,77,4,2,0,success,ci_cd,production,1172,chore: add new webhook
174,20250502,9,18,2025-05-02 13:55:00,652,0.045,,False,False,261,295,0.0,516,2,1,0,success,ci_cd,production,1173,chore: bug in checkout
175,20250226,1,1,2025-02-26 10:19:00,677,0.045,,False,False,1778,164,0.0,127,2,1,0,success,ci_cd,production,1174,perf: ai prompt library
176,20250208,7,25,2025-02-08 10:45:00,464,0.045,,False,False,161,57,0.084,263,1,2,0,success,manual,production,1175,chore: new payment flow
177,20240604,1,12,2024-06-04 06:34:00,1151,0.045,33,True,False,66,116,0.0847,109,3,1,0,rolled_back,ci_cd,production,1176,perf: latency fix in gateway
178,20240704,5,25,2024-07-04 09:53:00,880,0.045,,False,True,431,374,0.0615,288,1,1,0,success,ci_cd,production,1177,chore: user service refactor
179,20251006,9,34,2025-10-06 16:47:00,311,0.045,,False,False,193,109,0.1623,153,3,1,0,success,ci_cd,production,1178,test: auth token refresh
180,20240911,10,22,2024-09-11 09:05:00,701,0.045,,False,False,1791,57,0.0607,325,2,2,0,success,ci_cd,production,1179,fix: dashboard query optimization
181,20240210,9,19,2024-02-10 13:28:00,669,0.045,,False,False,37,39,0.0098,236,4,2,0,success,ci_cd,production,1180,test: performance improvements
182,20250602,1,40,2025-06-02 12:11:00,89,0.04,,False,False,31,22,0.3832,299,4,2,0,success,ci_cd,production,1181,test: ai prompt library
183,20251104,10,17,2025-11-04 13:39:00,124,0.04,,False,False,182,21,0.3594,199,4,2,0,success,ci_cd,production,1182,refactor: deps update
184,20240716,10,12,2024-07-16 14:15:00,701,0.045,,False,False,505,68,0.0,557,1,1,0,success,ci_cd,production,1183,chore: update logging
185,20241118,6,27,2024-11-18 14:20:00,958,0.045,,False,False,718,32,0.0,355,2,1,0,success,hotfix,production,1184,perf: user service refactor
186,20241105,4,21,2024-11-05 00:14:00,792,0.045,27,True,False,10,18,0.0914,231,2,1,0,rolled_back,scheduled,production,1185,docs: bug in checkout
