deploy_id,time_id,repository_id,engineer_id,timestamp_deploy,lead_time_minutes,change_fail_rate,recovery_time_minutes,is_rollback,is_hotfix,lines_added,lines_removed,ai_generated_pct,pr_review_time_minutes,num_comments_review,num_approvals,num_revisions_requested,deploy_status,deploy_trigger,environment,pr_number,pr_title
44,20241116,5,21,2024-11-16 08:32:00,1093,0.05,,False,False,777,32,0.086,133,3,3,0,success,manual,production,1043,feat: retry logic in payments
45,20240922,8,36,2024-09-22 12:39:00,995,0.05,,False,True,63,23,0.1389,69,5,1,0,success,ci_cd,production,1044,refactor: dashboard query optimization
46,20251022,2,14,2025-10-22 20:18:00,399,0.17,,False,False,87,75,1.0,376,7,2,2,success,ci_cd,production,1045,refactor: bug in checkout
47,20250109,9,11,2025-01-09 20:44:00,608,0.05,,False,False,40,36,0.0,365,3,1,0,success,ci_cd,production,1046,docs: deps update
48,20250616,8,26,2025-06-16 23:41:00,99,0.17,,False,False,451,20,0.4848,740,8,1,2,success,ci_cd,production,1047,docs: latency fix in gateway
49,20240323,6,23,2024-03-23 16:07:00,293,0.05,,False,False,20,259,0.0076,187,2,1,0,success,ci_cd,production,1048,refactor: performance improvements
50,20240227,4,3,2024-02-27 17:50:00,615,0.05,,False,False,156,68,0.0,126,1,2,0,success,ci_cd,production,1049,feat: bug in checkout
51,20250402,3,22,2025-04-02 06:25:00,108,0.17,,False,False,1940,226,0.5308,794,10,1,3,success,hotfix,production,1050,refactor: error handling
52,20250709,6,33,2025-07-09 14:39:00,88,0.17,,False,False,59,247,0.6352,928,6,1,3,success,ci_cd,production,1051,refactor: ai prompt library
53,20250721,10,29,2025-07-21 14:31:00,77,0.17,,False,False,127,142,0.6548,508,8,1,1,success,ci_cd,canary,1052,fix: error handling
54,20250130,2,28,2025-01-30 15:03:00,1565,0.05,,False,False,171,56,0.1309,567,4,1,0,success,ci_cd,production,1053,test: error handling
55,20250823,10,2,2025-08-23 09:23:00,351,0.17,,False,False,116,181,0.6123,609,8,1,1,success,scheduled,production,1054,feat: bug in checkout
56,20240328,3,40,2024-03-28 07:19:00,525,0.05,,False,False,67,61,0.0459,106,2,2,0,success,ci_cd,production,1055,feat: bug in checkout
57,20240624,6,8,2024-06-24 15:27:00,495,0.05,,False,False,37,75,0.0002,318,3,1,0,success,ci_cd,production,1056,refactor: error handling
58,20240920,1,3,2024-09-20 15:04:00,759,0.05,,False,False,640,24,0.1622,175,3,1,0,success,ci_cd,staging,1057,docs: deps update
59,20240212,6,14,2024-02-12 15:13:00,662,0.05,,False,False,49,126,0.0218,167,1,1,0,success,ci_cd,production,1058,perf: update logging
60,20240326,9,27,2024-03-26 13:31:00,787,0.05,,False,False,110,28,0.0095,221,3,1,0,success,hotfix,production,1059,feat: dashboard query optimization
61,20250824,10,17,2025-08-24 11:24:00,70,0.17,,False,False,62,44,0.8589,1454,5,1,3,success,ci_cd,production,1060,test: performance improvements
62,20241104,9,28,2024-11-04 04:18:00,790,0.05,,False,False,117,34,0.0529,110,1,2,0,success,ci_cd,canary,1061,test: dashboard query optimization
63,20250304,4,8,2025-03-04 16:57:00,259,0.17,532,True,False,368,83,0.5275,802,11,2,3,rolled_back,ci_cd,production,1062,perf: deps update
64,20251010,7,1,2025-10-10 21:12:00,24,0.22,,False,False,206,100,0.3235,407,3,1,1,success,manual,staging,1063,feat: update logging
65,20240604,8,12,2024-06-04 11:56:00,1358,0.05,,False,False,35,92,0.0,150,1,1,0,success,ci_cd,production,1064,test: error handling
66,20240315,4,21,2024-03-15 11:54:00,361,0.05,,False,True,76,560,0.016,441,4,1,0,success,scheduled,staging,1065,docs: feature flag rollout
67,20251113,2,25,2025-11-13 18:10:00,365,0.17,,False,False,186,147,0.7081,516,11,1,0,success,ci_cd,staging,1066,refactor: ai prompt library
68,20241013,8,12,2024-10-13 21:57:00,565,0.05,,False,False,1511,125,0.0161,379,2,2,0,success,ci_cd,production,1067,refactor: retry logic in payments
69,20240213,4,5,2024-02-13 14:18:00,715,0.05,,False,False,81,34,0.0,180,1,2,0,success,ci_cd,production,1068,fix: ai prompt library
70,20240723,6,13,2024-07-23 17:39:00,808,0.05,,False,False,86,9,0.1367,650,2,1,0,success,ci_cd,production,1069,chore: performance improvements
71,20241218,10,40,2024-12-18 14:21:00,774,0.05,,False,False,379,22,0.0,329,3,2,0,success,manual,production,1070,feat: deps update
72,20250922,1,20,2025-09-22 07:12:00,120,0.17,,False,False,39,52,0.4574,213,12,1,1,success,ci_cd,production,1071,fix: dashboard query optimization
73,20250721,6,34,2025-07-21 11:40:00,177,0.17,,False,False,236,82,0.6168,771,9,2,0,success,ci_cd,production,1072,refactor: deps update
74,20240526,2,17,2024-05-26 13:25:00,1075,0.05,,False,False,151,22,0.0,160,3,1,0,success,ci_cd,production,1073,fix: latency fix in gateway
75,20250928,2,14,2025-09-28 02:52:00,89,0.17,,False,False,94,282,0.6417,498,12,1,2,success,ci_cd,production,1074,perf: user service refactor
76,20240617,4,14,2024-06-17 14:00:00,285,0.05,,False,False,102,194,0.0,77,3,1,0,success,ci_cd,production,1075,docs: performance improvements
77,20250706,7,32,2025-07-06 12:49:00,65,0.17,,False,False,50,33,0.547,1440,5,3,3,success,ci_cd,production,1076,perf: new payment flow
78,20240529,1,10,2024-05-29 12:49:00,478,0.05,,False,False,145,43,0.1271,299,5,1,0,success,ci_cd,production,1077,test: feature flag rollout
79,20250409,4,25,2025-04-09 17:53:00,251,0.17,,False,False,831,27,0.9972,569,7,2,1,success,manual,production,1078,docs: dashboard query optimization
80,20251230,8,10,2025-12-30 20:39:00,206,0.17,,False,False,9,22,0.7912,246,10,1,2,success,ci_cd,production,1079,fix: retry logic in payments
81,20240410,4,5,2024-04-10 15:08:00,883,0.05,94,True,False,17,27,0.1305,86,3,1,0,rolled_back,hotfix,production,1080,perf: error handling
82,20241119,4,37,2024-11-19 13:24:00,774,0.05,,False,False,555,96,0.088,83,2,1,0,success,ci_cd,staging,1081,test: ai prompt library
83,20250113,2,25,2025-01-13 17:52:00,522,0.05,,False,True,15,29,0.0189,115,3,1,0,success,ci_cd,production,1082,chore: error handling
84,20240525,5,15,2024-05-25 10:20:00,504,0.05,,False,True,236,152,0.0522,362,2,1,0,success,ci_cd,production,1083,refactor: error handling
85,20250410,1,11,2025-04-10 21:27:00,248,0.17,,False,False,482,118,0.4199,371,10,2,2,success,ci_cd,canary,1084,test: dashboard query optimization
86,20240531,6,26,2024-05-31 07:18:00,390,0.05,,False,False,201,117,0.0877,78,0,1,0,success,ci_cd,production,1085,feat: bug in checkout
87,20250627,3,3,2025-06-27 14:37:00,71,0.17,,False,False,691,161,0.7733,374,10,1,1,success,ci_cd,production,1086,feat: auth token refresh
88,20240529,9,4,2024-05-29 12:24:00,349,0.05,,False,False,110,56,0.0598,135,3,1,0,success,ci_cd,production,1087,perf: new payment flow
89,20240411,2,20,2024-04-11 17:04:00,462,0.05,,False,False,869,234,0.024,148,2,1,0,success,ci_cd,production,1088,refactor: update logging
90,20251110,3,7,2025-11-10 20:29:00,227,0.17,,False,False,335,26,0.7196,157,7,3,1,success,ci_cd,production,1089,docs: user service refactor
91,20241015,5,35,2024-10-15 07:02:00,1282,0.05,28,True,False,52,53,0.0457,378,3,1,0,rolled_back,manual,production,1090,fix: update logging
92,20250207,8,4,2025-02-07 01:36:00,945,0.05,,False,False,228,127,0.0,257,3,1,0,success,manual,production,1091,chore: add new webhook
93,20240704,7,13,2024-07-04 12:52:00,714,0.05,,False,False,71,484,0.0,269,2,1,0,success,ci_cd,production,1092,chore: retry logic in payments
94,20251227,6,31,2025-12-27 02:42:00,74,0.17,,False,True,109,243,0.9097,275,10,1,2,success,ci_cd,production,1093,fix: user service refactor
95,20250501,8,16,2025-05-01 12:04:00,39,0.17,,False,False,272,48,0.5295,899,8,1,3,success,ci_cd,production,1094,chore: update logging
96,20240310,6,36,2024-03-10 13:38:00,666,0.05,,False,False,88,98,0.0761,97,0,1,0,success,ci_cd,canary,1095,chore: deps update
97,20250107,4,39,2025-01-07 11:01:00,518,0.05,,False,False,107,432,0.1009,153,2,2,0,success,ci_cd,production,1096,test: new payment flow
98,20250203,8,36,2025-02-03 10:44:00,827,0.05,,False,False,52,334,0.0262,147,3,1,0,success,manual,canary,1097,chore: migration to new schema
99,20250107,6,35,2025-01-07 11:29:00,456,0.05,,False,False,1091,19,0.0,214,0,1,0,success,ci_cd,production,1098,perf: user service refactor
100,20240410,7,33,2024-04-10 21:54:00,1192,0.05,,False,False,135,44,0.0,806,3,1,0,success,ci_cd,production,1099,test: user service refactor
101,20250516,8,38,2025-05-16 09:53:00,114,0.17,68,True,False,306,72,0.3165,386,9,2,3,rolled_back,scheduled,staging,1100,fix: bug in checkout
102,20250426,7,7,2025-04-26 14:31:00,267,0.17,,False,True,455,61,0.6533,820,10,1,1,success,ci_cd,production,1101,fix: add new webhook
103,20250807,3,28,2025-08-07 17:48:00,144,0.17,430,True,False,66,91,0.9372,271,7,1,2,rolled_back,ci_cd,production,1102,fix: migration to new schema
104,20250426,4,6,2025-04-26 09:15:00,354,0.17,,False,False,38,129,0.5488,186,6,1,3,success,ci_cd,canary,1103,fix: latency fix in gateway
105,20251116,2,28,2025-11-16 19:57:00,94,0.17,,False,False,972,208,0.61,1678,5,1,2,success,hotfix,production,1104,test: retry logic in payments
106,20241120,5,38,2024-11-20 17:56:00,1064,0.05,89,True,False,130,134,0.1363,323,4,2,0,rolled_back,ci_cd,production,1105,refactor: auth token refresh
107,20251019,9,4,2025-10-19 19:03:00,429,0.05,,False,False,566,68,0.0133,387,3,2,0,success,ci_cd,production,1106,refactor: ai prompt library
108,20250716,9,30,2025-07-16 10:34:00,388,0.05,,False,False,86,25,0.0,366,4,2,0,success,ci_cd,production,1107,docs: user service refactor
109,20240822,6,3,2024-08-22 11:44:00,778,0.05,,False,False,70,100,0.0,185,0,2,0,success,ci_cd,production,1108,chore: bug in checkout
110,20240625,8,40,2024-06-25 15:49:00,986,0.05,,False,True,142,43,0.0569,147,5,2,0,success,ci_cd,production,1109,perf: user service refactor
111,20240401,2,34,2024-04-01 20:58:00,1776,0.05,,False,False,87,293,0.0561,136,2,1,0,success,scheduled,production,1110,refactor: feature flag rollout
112,20240830,10,8,2024-08-30 13:49:00,498,0.05,,False,False,130,140,0.0393,115,3,2,0,success,ci_cd,production,1111,docs: add new webhook
113,20250930,8,39,2025-09-30 16:28:00,65,0.17,,False,False,122,33,0.4568,481,4,2,0,success,ci_cd,production,1112,docs: user service refactor
114,20240102,6,2,2024-01-02 15:00:00,964,0.05,,False,False,91,33,0.0442,210,3,1,0,success,ci_cd,production,1113,refactor: performance improvements
115,20250804,4,31,2025-08-04 13:42:00,152,0.17,44,True,False,451,1420,0.7562,681,7,1,2,rolled_back,ci_cd,production,1114,refactor: add new webhook
116,20240826,7,19,2024-08-26 16:45:00,868,0.05,,False,False,118,166,0.0386,360,1,2,0,success,scheduled,staging,1115,refactor: latency fix in gateway
117,20240615,7,6,2024-06-15 15:07:00,1394,0.05,,False,False,47,144,0.0568,268,3,1,0,success,ci_cd,production,1116,feat: error handling
118,20250822,2,13,2025-08-22 20:52:00,159,0.22,,False,False,17,184,0.4246,387,7,1,3,success,ci_cd,production,1117,refactor: deps update
119,20250814,3,20,2025-08-14 12:29:00,527,0.17,,False,False,43,270,0.7268,695,7,1,2,success,ci_cd,production,1118,test: error handling
120,20250409,2,12,2025-04-09 18:43:00,212,0.17,,False,False,314,51,0.6517,659,7,2,1,success,ci_cd,production,1119,chore: performance improvements
121,20241015,3,39,2024-10-15 19:39:00,1590,0.05,,False,False,18,130,0.0,195,2,1,0,success,manual,production,1120,perf: error handling
122,20250303,1,33,2025-03-03 22:11:00,230,0.17,,False,False,375,125,0.6477,413,4,1,2,success,ci_cd,canary,1121,perf: new payment flow
123,20240127,3,1,2024-01-27 07:01:00,897,0.05,,False,False,481,47,0.0971,132,2,1,0,success,ci_cd,production,1122,perf: auth token refresh
124,20250618,10,27,2025-06-18 13:28:00,160,0.17,,False,False,113,6,0.7387,312,9,1,3,success,manual,canary,1123,feat: latency fix in gateway
125,20250910,8,39,2025-09-10 07:23:00,592,0.17,,False,False,1568,25,0.4787,525,5,1,0,success,ci_cd,production,1124,test: performance improvements
126,20251011,5,29,2025-10-11 11:08:00,196,0.17,,False,False,520,196,0.6435,1244,8,1,3,success,manual,production,1125,refactor: deps update
127,20250929,8,31,2025-09-29 09:37:00,221,0.17,,False,False,147,45,0.5622,831,5,2,2,success,hotfix,production,1126,test: user service refactor
128,20250901,7,5,2025-09-01 18:04:00,97,0.17,,False,False,132,37,0.8706,679,6,3,3,success,manual,production,1127,docs: user service refactor
129,20241202,6,27,2024-12-02 10:21:00,496,0.05,,False,False,25,326,0.1726,84,3,1,0,success,ci_cd,canary,1128,chore: dashboard query optimization
130,20250309,8,1,2025-03-09 12:35:00,294,0.17,142,True,False,330,156,0.5771,1137,6,1,1,rolled_back,ci_cd,production,1129,docs: auth token refresh
131,20251129,3,20,2025-11-29 07:00:00,204,0.17,,False,False,319,46,0.798,394,9,2,2,success,ci_cd,staging,1130,test: performance improvements
132,20250525,5,31,2025-05-25 15:53:00,262,0.17,,False,False,39,38,0.8768,850,10,1,1,success,scheduled,production,1131,refactor: update logging
133,20241030,5,10,2024-10-30 21:28:00,380,0.05,,False,False,201,42,0.0,178,4,1,0,success,ci_cd,production,1132,chore: update logging
134,20240910,2,32,2024-09-10 11:38:00,665,0.05,,False,False,1455,5,0.1037,188,5,1,0,success,ci_cd,production,1133,chore: user service refactor
135,20241209,4,38,2024-12-09 11:09:00,986,0.05,,False,False,38,18,0.049,156,2,2,0,success,ci_cd,production,1134,docs: update logging
136,20250330,5,16,2025-03-30 10:31:00,359,0.17,268,True,False,314,39,0.5038,337,7,1,3,rolled_back,ci_cd,production,1135,perf: dashboard query optimization
137,20250409,7,22,2025-04-09 15:34:00,107,0.17,180,True,False,178,384,0.3657,666,8,1,2,rolled_back,ci_cd,canary,1136,docs: update logging
138,20251016,10,2,2025-10-16 12:00:00,123,0.17,,False,True,89,25,0.9312,280,4,2,1,success,ci_cd,production,1137,feat: performance improvements
139,20240307,7,40,2024-03-07 19:18:00,440,0.05,,False,False,204,87,0.0003,95,3,2,0,success,scheduled,production,1138,refactor: auth token refresh
140,20250802,5,28,2025-08-02 20:12:00,105,0.17,132,True,False,58,13,0.8001,315,10,2,2,rolled_back,scheduled,production,1139,docs: performance improvements
141,20240424,9,11,2024-04-24 15:36:00,394,0.05,,False,False,15,5,0.0895,531,2,2,0,success,ci_cd,production,1140,refactor: dashboard query optimization
142,20251204,5,13,2025-12-04 08:35:00,41,0.17,,False,False,128,70,0.5381,701,7,1,1,success,hotfix,production,1141,fix: add new webhook
143,20251026,7,26,2025-10-26 17:08:00,421,0.17,,False,False,64,23,0.8383,498,6,2,0,success,ci_cd,production,1142,refactor: update logging
144,20240326,2,40,2024-03-26 12:46:00,296,0.05,,False,False,347,34,0.0511,600,4,1,0,success,manual,production,1143,docs: dashboard query optimization
145,20240629,4,26,2024-06-29 10:55:00,538,0.05,,False,False,146,165,0.0921,125,6,1,0,success,ci_cd,production,1144,chore: error handling
146,20241027,9,11,2024-10-27 15:59:00,519,0.05,,False,True,19,239,0.0,201,4,1,0,success,ci_cd,production,1145,docs: dashboard query optimization
147,20240515,7,6,2024-05-15 17:30:00,1022,0.05,,False,False,8,403,0.1092,322,0,2,0,success,ci_cd,production,1146,perf: new payment flow
148,20250322,3,15,2025-03-22 15:38:00,91,0.17,,False,False,219,47,0.8519,426,5,1,1,success,ci_cd,production,1147,feat: performance improvements
149,20240723,8,36,2024-07-23 18:41:00,586,0.05,,False,False,644,185,0.0339,318,1,2,0,success,ci_cd,production,1148,feat: latency fix in gateway
150,20251016,10,16,2025-10-16 19:02:00,259,0.17,300,True,False,1196,69,0.7534,559,7,1,1,rolled_back,hotfix,production,1149,test: bug in checkout
151,20241012,4,1,2024-10-12 14:04:00,448,0.05,,False,False,713,13,0.149,486,2,1,0,success,ci_cd,production,1150,feat: user service refactor
152,20250617,6,15,2025-06-17 10:43:00,435,0.17,,False,False,110,194,0.4238,414,4,1,4,success,ci_cd,production,1151,feat: performance improvements
153,20240101,2,16,2024-01-01 16:47:00,551,0.05,58,False,False,34,40,0.0862,258,3,1,0,failure,ci_cd,production,1152,chore: deps update
154,20251023,3,4,2025-10-23 13:48:00,236,0.17,,False,False,211,16,0.4599,752,10,2,2,success,ci_cd,staging,1153,chore: update logging
155,20240315,4,32,2024-03-15 13:02:00,2863,0.05,,False,False,828,19,0.089,255,0,1,0,success,ci_cd,production,1154,chore: ai prompt library
156,20240204,1,33,2024-02-04 05:41:00,426,0.05,,False,False,75,110,0.0064,269,6,3,0,success,ci_cd,production,1155,chore: auth token refresh
157,20240509,1,17,2024-05-09 11:10:00,550,0.05,,False,False,288,42,0.0,159,3,2,0,success,ci_cd,staging,1156,chore: dashboard query optimization
158,20251224,7,1,2025-12-24 12:19:00,226,0.17,,False,False,54,260,1.0,938,5,1,1,success,ci_cd,production,1157,perf: add new webhook
159,20240117,5,16,2024-01-17 11:38:00,1211,0.05,,False,False,54,301,0.0,302,5,1,0,success,ci_cd,production,1158,docs: auth token refresh
160,20241121,4,7,2024-11-21 13:41:00,876,0.05,,False,False,179,14,0.076,99,4,1,0,success,ci_cd,production,1159,perf: dashboard query optimization
161,20240925,4,27,2024-09-25 09:29:00,786,0.05,,False,False,86,48,0.1007,144,2,2,0,success,ci_cd,production,1160,test: add new webhook
162,20240907,9,27,2024-09-07 15:33:00,363,0.05,,False,False,116,69,0.0953,90,3,2,0,success,ci_cd,production,1161,fix: add new webhook
163,20241230,5,17,2024-12-30 10:05:00,522,0.05,,False,False,421,57,0.0,91,3,1,0,success,ci_cd,production,1162,feat: performance improvements
164,20240818,1,27,2024-08-18 17:34:00,578,0.05,,False,False,69,93,0.0,318,1,1,0,success,ci_cd,production,1163,feat: bug in checkout
165,20240104,8,37,2024-01-04 16:13:00,289,0.05,,False,False,791,59,0.1122,89,3,1,0,success,ci_cd,production,1164,feat: user service refactor
166,20240826,10,14,2024-08-26 13:21:00,199,0.05,,False,False,97,30,0.0877,172,0,2,0,success,manual,canary,1165,refactor: bug in checkout
167,20240821,6,17,2024-08-21 15:30:00,1297,0.05,,False,False,240,17,0.0389,225,1,1,0,success,ci_cd,production,1166,feat: new payment flow
168,20241014,3,17,2024-10-14 16:35:00,507,0.05,,False,False,241,68,0.0569,283,1,1,0,success,ci_cd,production,1167,test: performance improvements
169,20250724,6,13,2025-07-24 22:05:00,213,0.17,,False,False,1009,112,0.74,433,8,1,2,success,ci_cd,production,1168,chore: user service refactor
170,20251017,10,12,2025-10-17 15:44:00,227,0.17,,False,False,142,15,0.5193,667,9,1,2,success,ci_cd,staging,1169,refactor: migration to new schema
171,20250413,4,32,2025-04-13 11:42:00,39,0.17,,False,False,38,11,0.7563,516,9,1,0,success,ci_cd,production,1170,feat: ai prompt library
172,20250331,5,32,2025-03-31 16:42:00,66,0.17,213,False,False,47,63,0.5133,1465,4,2,2,failure,ci_cd,production,1171,refactor: update logging
173,20250614,2,32,2025-06-14 08:29:00,111,0.17,244,False,False,265,11,1.0,1501,9,1,2,failure,ci_cd,staging,1172,refactor: deps update
174,20241218,8,37,2024-12-18 08:47:00,585,0.05,96,True,False,74,10,0.1143,77,2,1,0,rolled_back,ci_cd,production,1173,docs: retry logic in payments
175,20250624,2,4,2025-06-24 17:21:00,134,0.17,,False,False,30,2032,0.663,382,6,1,2,success,manual,production,1174,fix: update logging
176,20240111,1,4,2024-01-11 09:27:00,942,0.05,,False,False,480,29,0.0344,89,4,2,0,success,ci_cd,staging,1175,perf: feature flag rollout
177,20251023,6,6,2025-10-23 13:39:00,174,0.17,,False,False,110,4,0.6095,190,7,2,3,success,ci_cd,canary,1176,fix: error handling
178,20240819,4,25,2024-08-19 09:30:00,425,0.05,,False,False,499,37,0.1904,110,1,1,0,success,scheduled,canary,1177,chore: update logging
179,20240409,4,9,2024-04-09 18:16:00,529,0.05,,False,False,95,337,0.1205,266,1,2,0,success,manual,canary,1178,chore: performance improvements
180,20251217,4,26,2025-12-17 10:16:00,39,0.17,,False,True,23,388,0.7261,273,4,1,1,success,ci_cd,production,1179,fix: deps update
181,20251029,5,31,2025-10-29 16:01:00,100,0.17,,False,False,209,12,1.0,506,7,1,1,success,ci_cd,production,1180,chore: update logging
182,20250109,3,4,2025-01-09 14:05:00,715,0.05,,False,False,435,61,0.1499,207,3,2,0,success,ci_cd,production,1181,refactor: update logging
183,20251003,7,40,2025-10-03 13:49:00,95,0.17,,False,False,14,213,0.7584,292,6,2,2,success,ci_cd,production,1182,docs: new payment flow
184,20241214,7,29,2024-12-14 10:46:00,520,0.05,,False,False,90,89,0.1666,242,2,1,0,success,ci_cd,canary,1183,chore: new payment flow
185,20250501,8,24,2025-05-01 18:44:00,107,0.17,274,False,False,215,321,0.8628,264,12,1,3,failure,hotfix,production,1184,refactor: latency fix in gateway
186,20250728,9,3,2025-07-28 16:44:00,628,0.05,,False,False,78,136,0.0075,301,2,2,0,success,hotfix,production,1185,perf: feature flag rollout
