deploy_id,time_id,repository_id,engineer_id,timestamp_deploy,lead_time_minutes,change_fail_rate,recovery_time_minutes,is_rollback,is_hotfix,lines_added,lines_removed,ai_generated_pct,pr_review_time_minutes,num_comments_review,num_approvals,num_revisions_requested,deploy_status,deploy_trigger,environment,pr_number,pr_title
69,20250527,4,6,2025-05-27 19:35:00,576,0.065,,False,False,233,361,0.9739,450,4,1,3,success,manual,staging,1068,fix: auth token refresh
70,20240918,3,27,2024-09-18 19:21:00,610,0.055,,False,False,58,57,0.1307,240,4,2,0,success,ci_cd,canary,1069,refactor: latency fix in gateway
71,20241207,7,21,2024-12-07 12:58:00,562,0.055,,False,True,878,119,0.0,204,3,3,0,success,ci_cd,staging,1070,chore: feature flag rollout
72,20241228,2,32,2024-12-28 18:03:00,389,0.055,,False,False,118,17,0.13,133,2,3,0,success,ci_cd,canary,1071,fix: dashboard query optimization
73,20241225,9,39,2024-12-25 17:46:00,1013,0.055,,False,False,394,24,0.0149,167,2,3,0,success,ci_cd,staging,1072,docs: user service refactor
74,20240929,10,3,2024-09-29 08:35:00,1114,0.055,,False,False,291,34,0.038,303,0,2,0,success,ci_cd,canary,1073,refactor: latency fix in gateway
75,20240212,10,22,2024-02-12 16:28:00,629,0.055,,False,False,781,110,0.1192,191,6,1,0,success,ci_cd,production,1074,fix: dashboard query optimization
76,20240714,9,13,2024-07-14 16:09:00,196,0.055,,False,False,802,162,0.0,129,2,1,0,success,scheduled,production,1075,chore: latency fix in gateway
77,20240525,8,31,2024-05-25 08:02:00,344,0.055,,False,False,64,129,0.0594,146,1,2,0,success,ci_cd,production,1076,docs: dashboard query optimization
78,20250325,10,15,2025-03-25 14:23:00,220,0.065,42,True,False,77,25,0.3557,315,7,2,0,rolled_back,ci_cd,production,1077,chore: new payment flow
79,20241226,5,19,2024-12-26 16:17:00,668,0.055,,False,False,48,17,0.0139,265,3,2,0,success,ci_cd,production,1078,fix: migration to new schema
80,20240624,2,19,2024-06-24 09:53:00,1187,0.055,,False,False,533,8,0.0,702,3,1,0,success,ci_cd,production,1079,refactor: auth token refresh
81,20240221,4,20,2024-02-21 12:37:00,352,0.055,,False,False,176,69,0.0368,251,1,3,0,success,ci_cd,production,1080,perf: bug in checkout
82,20240517,8,38,2024-05-17 12:32:00,919,0.055,55,False,False,61,176,0.1184,172,2,2,0,failure,ci_cd,production,1081,fix: latency fix in gateway
83,20241021,3,5,2024-10-21 11:49:00,456,0.055,,False,True,82,109,0.0795,420,3,1,0,success,ci_cd,production,1082,perf: error handling
84,20250906,6,28,2025-09-06 19:12:00,820,0.065,,False,False,234,472,0.3961,430,2,1,2,success,ci_cd,production,1083,perf: performance improvements
85,20240509,9,32,2024-05-09 13:06:00,720,0.055,,False,False,68,52,0.1343,205,1,3,0,success,ci_cd,staging,1084,fix: auth token refresh
86,20240807,8,33,2024-08-07 13:11:00,1384,0.055,,False,True,107,15,0.0531,334,4,1,0,success,ci_cd,production,1085,refactor: user service refactor
87,20251027,8,22,2025-10-27 00:33:00,400,0.065,,False,False,25,107,0.8999,555,3,1,3,success,ci_cd,production,1086,feat: auth token refresh
88,20251004,1,6,2025-10-04 11:18:00,566,0.065,,False,False,61,415,0.5454,695,4,2,0,success,ci_cd,production,1087,test: deps update
89,20240501,5,38,2024-05-01 12:05:00,711,0.055,,False,False,92,136,0.0371,67,3,2,0,success,manual,production,1088,test: auth token refresh
90,20250226,9,29,2025-02-26 14:04:00,448,0.055,,False,False,32,174,0.0,284,3,2,0,success,ci_cd,production,1089,test: latency fix in gateway
91,20240928,8,7,2024-09-28 17:04:00,1372,0.055,,False,False,62,188,0.0269,227,2,1,0,success,ci_cd,production,1090,fix: migration to new schema
92,20241118,7,11,2024-11-18 11:28:00,652,0.055,,False,False,631,140,0.0862,114,2,2,0,success,manual,canary,1091,fix: retry logic in payments
93,20250505,2,7,2025-05-05 13:51:00,570,0.065,,False,False,305,130,0.5648,332,5,2,0,success,ci_cd,production,1092,test: bug in checkout
94,20250101,7,40,2025-01-01 14:44:00,589,0.055,48,True,False,154,155,0.0829,297,2,2,0,rolled_back,ci_cd,production,1093,refactor: latency fix in gateway
95,20240320,1,39,2024-03-20 14:59:00,434,0.055,,False,False,184,64,0.1501,289,3,1,0,success,scheduled,production,1094,refactor: add new webhook
96,20240107,1,27,2024-01-07 01:31:00,606,0.055,,False,False,592,14,0.0673,235,2,2,0,success,hotfix,production,1095,docs: deps update
97,20240718,4,27,2024-07-18 16:17:00,854,0.055,,False,False,180,306,0.0,38,1,3,0,success,ci_cd,production,1096,test: add new webhook
98,20250228,1,17,2025-02-28 18:53:00,742,0.105,,False,False,246,361,0.0,134,3,2,0,success,manual,production,1097,test: feature flag rollout
99,20241224,9,17,2024-12-24 12:32:00,384,0.055,,False,False,172,41,0.0572,293,2,1,0,success,ci_cd,staging,1098,feat: error handling
100,20240219,9,2,2024-02-19 10:12:00,1126,0.055,,False,False,613,45,0.0684,541,4,1,0,success,ci_cd,production,1099,test: dashboard query optimization
101,20251128,10,33,2025-11-28 11:10:00,2197,0.065,,False,False,247,151,0.4089,412,7,2,1,success,ci_cd,production,1100,refactor: user service refactor
102,20241206,10,1,2024-12-06 13:26:00,960,0.055,,False,False,69,76,0.0352,210,6,3,0,success,hotfix,staging,1101,refactor: user service refactor
103,20240423,10,37,2024-04-23 11:00:00,547,0.055,,False,False,110,841,0.0229,325,3,1,0,success,ci_cd,production,1102,feat: new payment flow
104,20240321,6,27,2024-03-21 14:46:00,452,0.055,,False,False,403,76,0.1148,268,2,1,0,success,ci_cd,production,1103,test: update logging
105,20240107,1,17,2024-01-07 16:58:00,462,0.055,,False,False,99,45,0.0753,254,1,3,0,success,ci_cd,production,1104,refactor: feature flag rollout
106,20250121,3,35,2025-01-21 18:35:00,344,0.055,,False,False,23,378,0.0827,248,2,2,0,success,hotfix,production,1105,feat: retry logic in payments
107,20250709,10,8,2025-07-09 17:06:00,375,0.065,,False,True,24,49,0.7817,293,2,1,4,success,ci_cd,production,1106,refactor: dashboard query optimization
108,20241230,3,18,2024-12-30 18:16:00,394,0.055,,False,False,606,70,0.0914,175,4,1,0,success,ci_cd,staging,1107,feat: add new webhook
109,20250219,2,32,2025-02-19 10:57:00,598,0.055,,False,False,482,374,0.1166,186,3,1,0,success,ci_cd,production,1108,feat: deps update
110,20251008,6,17,2025-10-08 16:53:00,136,0.065,,False,False,560,34,0.427,783,5,1,0,success,scheduled,production,1109,test: add new webhook
111,20251027,1,1,2025-10-27 10:38:00,363,0.065,,False,False,31,35,0.6145,359,3,1,1,success,scheduled,staging,1110,test: migration to new schema
112,20240727,1,33,2024-07-27 14:39:00,327,0.055,,False,False,550,59,0.0434,253,0,1,0,success,ci_cd,canary,1111,chore: migration to new schema
113,20250704,9,30,2025-07-04 09:42:00,1199,0.055,,False,False,152,189,0.1422,288,1,1,0,success,ci_cd,production,1112,docs: ai prompt library
114,20251224,8,23,2025-12-24 15:26:00,293,0.065,,False,False,239,266,0.8014,265,0,2,1,success,ci_cd,staging,1113,fix: latency fix in gateway
115,20240530,9,2,2024-05-30 10:16:00,645,0.055,,False,False,536,46,0.1028,95,1,1,0,success,manual,production,1114,chore: error handling
116,20250816,8,31,2025-08-16 18:29:00,381,0.065,98,True,False,294,164,0.6397,382,7,2,2,rolled_back,scheduled,production,1115,perf: migration to new schema
117,20250616,3,5,2025-06-16 11:17:00,1031,0.065,,False,False,98,401,0.9369,494,10,1,2,success,ci_cd,staging,1116,test: feature flag rollout
118,20240302,5,6,2024-03-02 16:04:00,203,0.055,,False,False,42,95,0.0,343,1,2,0,success,ci_cd,production,1117,perf: feature flag rollout
119,20240511,9,19,2024-05-11 16:10:00,393,0.055,,False,False,176,107,0.0,418,3,1,0,success,ci_cd,production,1118,refactor: dashboard query optimization
120,20240428,2,3,2024-04-28 13:04:00,333,0.055,,False,False,82,68,0.0,369,0,2,0,success,ci_cd,production,1119,refactor: user service refactor
121,20250618,5,4,2025-06-18 19:31:00,2024,0.065,,False,False,72,96,0.9944,450,6,1,2,success,ci_cd,production,1120,test: bug in checkout
122,20240410,9,11,2024-04-10 15:32:00,911,0.055,,False,False,729,204,0.1128,328,4,1,0,success,manual,staging,1121,refactor: update logging
123,20250412,3,15,2025-04-12 15:50:00,1361,0.065,,False,False,149,173,0.483,180,5,1,2,success,ci_cd,production,1122,test: latency fix in gateway
124,20240610,6,27,2024-06-10 14:14:00,628,0.055,,False,False,63,149,0.0648,95,3,3,0,success,ci_cd,staging,1123,docs: dashboard query optimization
125,20240929,9,25,2024-09-29 09:45:00,506,0.055,,False,False,85,273,0.1279,175,3,1,0,success,manual,production,1124,docs: user service refactor
126,20241229,9,2,2024-12-29 16:00:00,547,0.055,,False,False,21,20,0.062,395,0,2,0,success,ci_cd,canary,1125,test: performance improvements
127,20250730,10,39,2025-07-30 12:58:00,576,0.065,,False,False,585,74,0.7912,114,6,2,0,success,ci_cd,production,1126,perf: retry logic in payments
128,20250826,3,31,2025-08-26 07:16:00,1004,0.065,,False,False,142,127,0.3103,221,4,1,1,success,ci_cd,production,1127,feat: update logging
129,20241025,2,11,2024-10-25 08:47:00,431,0.055,10,True,False,129,14,0.0,1068,2,2,0,rolled_back,ci_cd,production,1128,fix: error handling
130,20250709,5,14,2025-07-09 15:46:00,363,0.065,,False,False,270,110,0.582,444,6,1,2,success,scheduled,staging,1129,feat: ai prompt library
131,20240924,7,32,2024-09-24 14:58:00,584,0.055,,False,False,158,195,0.1114,423,6,2,0,success,ci_cd,production,1130,feat: dashboard query optimization
132,20240114,7,27,2024-01-14 09:37:00,1148,0.055,,False,False,110,12,0.0247,102,3,3,0,success,ci_cd,production,1131,docs: latency fix in gateway
133,20240124,3,33,2024-01-24 12:48:00,946,0.055,,False,False,53,164,0.0754,201,1,1,0,success,manual,canary,1132,fix: update logging
134,20250530,9,35,2025-05-30 13:21:00,302,0.055,,False,False,72,43,0.1581,325,3,1,0,success,ci_cd,production,1133,test: migration to new schema
135,20241228,5,24,2024-12-28 18:11:00,967,0.055,,False,False,42,20,0.1812,195,4,3,0,success,ci_cd,canary,1134,test: dashboard query optimization
136,20250328,4,40,2025-03-28 19:17:00,654,0.115,,False,False,246,228,0.3349,427,5,1,1,success,ci_cd,production,1135,feat: update logging
137,20251125,7,19,2025-11-25 12:52:00,846,0.065,,False,False,53,96,0.6012,352,6,1,1,success,ci_cd,production,1136,chore: update logging
138,20240308,2,19,2024-03-08 11:59:00,619,0.055,70,True,False,161,15,0.1417,262,5,1,0,rolled_back,ci_cd,production,1137,fix: user service refactor
139,20240131,3,27,2024-01-31 11:05:00,1659,0.055,,False,False,48,84,0.0,193,2,1,0,success,ci_cd,production,1138,fix: update logging
140,20240423,10,10,2024-04-23 12:51:00,543,0.055,,False,False,154,112,0.1119,188,4,1,0,success,ci_cd,production,1139,docs: retry logic in payments
141,20240412,2,9,2024-04-12 15:58:00,856,0.055,,False,False,40,206,0.0,178,1,1,0,success,ci_cd,production,1140,refactor: feature flag rollout
142,20251224,8,22,2025-12-24 00:15:00,802,0.065,,False,False,256,72,0.7457,930,8,1,1,success,ci_cd,production,1141,refactor: retry logic in payments
143,20240730,2,23,2024-07-30 15:29:00,615,0.055,,False,False,107,62,0.1267,115,3,1,0,success,ci_cd,production,1142,feat: migration to new schema
144,20240215,3,36,2024-02-15 10:10:00,481,0.055,,False,False,75,8,0.0195,138,5,1,0,success,manual,production,1143,fix: feature flag rollout
145,20241225,8,29,2024-12-25 09:37:00,408,0.055,,False,False,687,49,0.0,288,3,2,0,success,ci_cd,production,1144,chore: add new webhook
146,20251012,8,39,2025-10-12 09:27:00,487,0.065,,False,False,178,383,0.5918,213,5,2,2,success,ci_cd,production,1145,fix: migration to new schema
147,20250420,1,34,2025-04-20 13:13:00,1394,0.065,,False,True,205,15,0.4104,208,6,1,3,success,scheduled,production,1146,fix: add new webhook
148,20241222,10,6,2024-12-22 16:03:00,1050,0.055,,False,False,64,27,0.1454,214,3,2,0,success,ci_cd,production,1147,feat: migration to new schema
149,20240324,8,8,2024-03-24 18:48:00,557,0.055,,False,False,329,55,0.2238,173,2,2,0,success,manual,staging,1148,chore: bug in checkout
150,20250510,10,21,2025-05-10 17:00:00,661,0.065,,False,False,222,17,0.2672,460,3,1,0,success,ci_cd,production,1149,perf: migration to new schema
151,20250623,9,12,2025-06-23 15:54:00,244,0.055,,False,False,136,19,0.1794,112,5,1,0,success,ci_cd,production,1150,chore: ai prompt library
152,20250210,7,16,2025-02-10 18:49:00,544,0.055,25,True,False,234,1500,0.0,127,3,2,0,rolled_back,ci_cd,production,1151,docs: deps update
153,20250419,8,25,2025-04-19 11:51:00,654,0.065,,False,False,383,8,0.3654,350,2,1,1,success,manual,production,1152,chore: migration to new schema
154,20240331,8,34,2024-03-31 13:34:00,830,0.055,,False,True,52,281,0.0,187,3,1,0,success,ci_cd,canary,1153,feat: new payment flow
155,20250606,4,3,2025-06-06 10:11:00,575,0.065,,False,True,352,86,0.5229,380,8,2,1,success,ci_cd,production,1154,perf: retry logic in payments
156,20240217,5,26,2024-02-17 16:47:00,295,0.055,,False,False,757,47,0.2102,246,3,2,0,success,ci_cd,production,1155,fix: performance improvements
157,20240505,5,26,2024-05-05 19:41:00,893,0.055,,False,False,915,6,0.0644,336,3,1,0,success,manual,production,1156,test: update logging
158,20240311,2,9,2024-03-11 21:23:00,852,0.055,,False,False,624,5,0.0839,184,2,3,0,success,ci_cd,staging,1157,fix: deps update
159,20250424,10,12,2025-04-24 13:13:00,1562,0.065,94,True,False,848,186,0.2202,511,4,3,0,rolled_back,manual,production,1158,refactor: new payment flow
160,20240429,2,28,2024-04-29 15:23:00,305,0.055,,False,False,278,33,0.032,415,4,1,0,success,ci_cd,production,1159,fix: dashboard query optimization
161,20240725,7,31,2024-07-25 18:49:00,540,0.055,,False,False,270,89,0.0302,230,3,1,0,success,ci_cd,production,1160,fix: performance improvements
162,20250514,6,24,2025-05-14 15:38:00,624,0.065,,False,False,203,197,0.5868,248,8,1,1,success,scheduled,production,1161,docs: bug in checkout
163,20240921,9,27,2024-09-21 15:51:00,736,0.055,,False,False,104,137,0.1093,433,1,1,0,success,ci_cd,production,1162,feat: user service refactor
164,20251006,2,33,2025-10-06 23:34:00,511,0.065,,False,False,205,13,0.6543,386,1,1,1,success,ci_cd,production,1163,fix: feature flag rollout
165,20240707,4,33,2024-07-07 16:50:00,241,0.055,,False,False,346,44,0.0914,256,3,3,0,success,scheduled,production,1164,feat: latency fix in gateway
166,20240126,4,37,2024-01-26 01:39:00,997,0.055,,False,False,218,67,0.2658,270,0,1,0,success,ci_cd,staging,1165,fix: error handling
167,20250329,5,23,2025-03-29 15:59:00,303,0.065,,False,False,90,286,0.7106,290,2,1,1,success,ci_cd,production,1166,feat: retry logic in payments
168,20251106,5,39,2025-11-06 15:44:00,268,0.065,,False,False,561,191,0.5972,336,10,1,2,success,ci_cd,production,1167,perf: add new webhook
169,20241009,7,31,2024-10-09 14:07:00,596,0.055,,False,False,850,36,0.0988,103,7,3,0,success,ci_cd,production,1168,feat: dashboard query optimization
170,20240427,1,37,2024-04-27 10:36:00,263,0.055,,False,False,584,33,0.0269,665,5,2,0,success,ci_cd,production,1169,feat: user service refactor
171,20250217,8,37,2025-02-17 11:04:00,1157,0.055,,False,True,426,28,0.0544,117,2,3,0,success,ci_cd,production,1170,feat: user service refactor
172,20241006,6,20,2024-10-06 11:43:00,565,0.055,,False,False,1560,16,0.0483,93,4,2,0,success,manual,staging,1171,fix: ai prompt library
173,20250225,8,37,2025-02-25 15:19:00,381,0.055,,False,False,21,78,0.0,293,0,3,0,success,ci_cd,staging,1172,chore: user service refactor
174,20240618,5,20,2024-06-18 10:37:00,243,0.055,,False,False,369,20,0.1659,269,0,1,0,success,manual,canary,1173,feat: auth token refresh
175,20241217,1,1,2024-12-17 18:07:00,207,0.055,,False,False,367,20,0.0,208,5,1,0,success,scheduled,production,1174,test: dashboard query optimization
176,20250925,10,39,2025-09-25 08:57:00,240,0.065,,False,False,1024,154,0.6524,623,5,1,2,success,manual,production,1175,chore: update logging
177,20250404,2,27,2025-04-04 16:28:00,732,0.065,,False,False,26,228,0.5184,326,4,2,1,success,manual,production,1176,chore: update logging
178,20240808,8,19,2024-08-08 13:38:00,1054,0.055,,False,False,137,15,0.032,190,3,1,0,success,ci_cd,production,1177,docs: latency fix in gateway
179,20250204,3,25,2025-02-04 16:29:00,289,0.055,,False,False,730,35,0.0,137,0,2,0,success,ci_cd,production,1178,test: migration to new schema
180,20241216,5,1,2024-12-16 08:24:00,369,0.055,,False,False,127,246,0.025,498,1,2,0,success,ci_cd,production,1179,feat: user service refactor
181,20250503,7,24,2025-05-03 08:16:00,694,0.065,,False,False,181,37,0.9785,535,6,1,0,success,ci_cd,production,1180,perf: auth token refresh
182,20251223,5,26,2025-12-23 20:42:00,819,0.065,,False,False,66,4,0.6255,534,2,1,1,success,ci_cd,production,1181,perf: bug in checkout
183,20240617,5,23,2024-06-17 15:24:00,1153,0.055,,False,False,435,89,0.1128,281,2,1,0,success,ci_cd,staging,1182,refactor: add new webhook
184,20240514,7,15,2024-05-14 17:11:00,999,0.055,,False,False,175,52,0.105,150,3,1,0,success,manual,production,1183,fix: update logging
185,20250924,9,19,2025-09-24 13:44:00,1449,0.055,,False,True,127,208,0.0,146,3,1,0,success,ci_cd,canary,1184,refactor: dashboard query optimization
186,20250415,6,7,2025-04-15 14:29:00,686,0.065,,False,False,106,39,0.4276,462,3,1,2,success,ci_cd,production,1185,perf: add new webhook
